State Code,County Code,Site Number,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,2014-06-04,Parts per billion,6.13913,10.7,10,9,Parts per million,0.02725,0.03,10,28,Parts per billion,1.036364,1.4,9,1.0,Parts per million,0.379167,0.4,0,5.0
6,23,1004,717 SOUTH AVENUE,California,Humboldt,Eureka,2013-06-27,Parts per billion,1.9375,4.1,22,4,Parts per million,0.010125,0.014,11,12,Parts per billion,0.05,0.1,2,0.0,Parts per million,0.275,0.4,9,5.0
6,71,2002,"14360 ARROW BLVD., FONTANA",California,San Bernardino,Fontana,2009-03-07,Parts per billion,17.347826,29.0,2,27,Parts per million,0.022875,0.044,10,37,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.295833,0.5,4,6.0
15,3,10,2052 LAUWILIWILI ST,Hawaii,Honolulu,Not in a city,2011-07-09,Parts per billion,1.666667,3.0,6,3,Parts per million,0.021042,0.025,6,21,Parts per billion,1.6375,1.8,13,1.0,Parts per million,0.408333,0.5,22,6.0
42,1,1,NARSTO SITE - ARENDTSVILLE,Pennsylvania,Adams,Not in a city,2016-01-06,Parts per billion,3.25,10.0,22,9,Parts per million,0.025125,0.029,9,27,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,0.0
6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2000-11-27,Parts per billion,98.130435,135.0,14,107,Parts per million,0.003458,0.006,6,5,Parts per billion,5.130435,13.0,5,19.0,Parts per million,3.491667,5.6,23,62.0
36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,2002-08-27,Parts per billion,25.208333,52.0,20,49,Parts per million,0.041917,0.07,12,84,Parts per billion,1.208333,4.0,21,6.0,Parts per million,0.254167,0.5,6,6.0
6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,2013-10-05,Parts per billion,3.130435,6.0,19,6,Parts per million,0.041083,0.045,19,42,Parts per billion,0.130435,1.0,2,1.0,Parts per million,0.0,0.0,0,0.0
19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,2014-01-20,Parts per billion,5.133333,7.8,17,7,Parts per million,0.030167,0.035,21,32,Parts per billion,0.23913,0.6,11,0.0,Parts per million,0.183333,0.2,0,2.0
34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,2001-05-31,Parts per billion,20.25,51.0,21,48,Parts per million,0.024458,0.043,11,36,Parts per billion,1.75,3.0,1,4.0,Parts per million,0.329167,0.6,23,7.0
42,91,13,STATE ARMORY - 1046 BELVOIR RD,Pennsylvania,Montgomery,Norristown,2002-06-17,Parts per billion,15.958333,33.0,22,31,Parts per million,0.025125,0.051,9,43,Parts per billion,4.916667,9.0,7,13.0,Parts per million,0.025,0.1,7,1.0
27,3,1002,9399 Lima St,Minnesota,Anoka,Blaine,2011-04-14,Parts per billion,0.333333,2.0,5,2,Parts per million,0.031208,0.037,16,31,Parts per billion,0.009091,0.2,0,0.0,Parts per million,0.154167,0.2,4,2.0
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2006-12-23,Parts per billion,1.380952,3.0,15,3,Parts per million,0.035682,0.037,8,31,Parts per billion,0.333333,1.0,4,1.0,Parts per million,0.1,0.1,0,1.0
42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,2004-07-05,Parts per billion,3.916667,12.0,20,11,Parts per million,0.039958,0.058,11,49,Parts per billion,0.541667,4.0,11,6.0,Parts per million,0.175,0.2,0,2.0
20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,2007-08-08,Parts per billion,8.826087,20.0,5,19,Parts per million,0.037375,0.045,10,38,Parts per billion,2.826087,11.0,6,16.0,Parts per million,0.308333,0.4,13,5.0
32,31,16,"301 A STATE STREET, RENO, NV 89502",Nevada,Washoe,Reno,2012-11-19,Parts per billion,18.895833,44.5,8,42,Parts per million,0.021333,0.032,9,27,Parts per billion,0.373913,2.0,8,3.0,Parts per million,0.270833,0.5,12,6.0
17,31,4201,750 DUNDEE ROAD,Illinois,Cook,Northbrook,2016-02-11,Parts per billion,19.516667,34.6,21,32,Parts per million,0.024,0.035,9,32,Parts per billion,0.308696,0.8,7,0.0,Parts per million,0.216667,0.3,20,3.0
17,31,4201,750 DUNDEE ROAD,Illinois,Cook,Northbrook,2015-06-08,Parts per billion,5.945833,13.2,16,12,Parts per million,0.035125,0.053,8,49,Parts per billion,0.604167,0.7,11,0.0,Parts per million,0.183333,0.2,0,2.0
42,3,10,CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD,Pennsylvania,Allegheny,Pittsburgh,2001-08-31,Parts per billion,17.5,38.0,0,36,Parts per million,0.019458,0.027,8,23,Parts per billion,4.458333,17.0,9,24.0,Parts per million,0.391667,0.8,0,9.0
42,3,8,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,2014-05-27,Parts per billion,12.445833,26.5,5,25,Parts per million,0.024583,0.031,7,29,Parts per billion,0.756522,2.0,9,3.0,Parts per million,0.220833,0.3,0,3.0
4,19,1028,400 W RIVER ROAD,Arizona,Pima,Tucson,2015-03-05,Parts per billion,9.2625,25.8,8,24,Parts per million,0.030958,0.044,12,41,Parts per billion,0.1125,0.5,8,0.0,Parts per million,0.279167,0.4,8,5.0
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,2015-02-28,Parts per billion,8.173913,26.2,6,25,Parts per million,0.022619,0.033,9,31,Parts per billion,0.254545,0.6,23,0.0,Parts per million,0.295833,0.5,23,6.0
4,13,9997,4530 N 17TH AVENUE,Arizona,Maricopa,Phoenix,2015-07-26,Parts per billion,8.041667,18.0,3,17,Parts per million,0.027542,0.04,9,37,Parts per billion,0.925,1.2,10,1.0,Parts per million,0.245833,0.4,3,5.0
1,73,23,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,2015-09-22,Parts per billion,8.779167,22.5,22,21,Parts per million,0.024583,0.045,9,42,Parts per billion,1.522727,11.9,8,16.0,Parts per million,0.25,0.4,4,5.0
24,5,3001,600 Dorsey Avenue,Maryland,Baltimore,Essex,2013-09-30,Parts per billion,16.620833,31.5,21,29,Parts per million,0.017333,0.039,10,36,Parts per billion,2.225,10.7,17,14.0,Parts per million,0.2375,0.4,8,5.0
6,87,3, Center St,California,Santa Cruz,Davenport,2005-10-11,Parts per billion,4.666667,15.0,3,14,Parts per million,0.02625,0.037,9,31,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.283333,0.3,3,3.0
8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,2014-09-08,Parts per billion,21.47619,42.0,8,40,Parts per million,0.017708,0.039,10,36,Parts per billion,1.772727,4.0,7,6.0,Parts per million,0.454167,0.6,8,7.0
6,19,244,MOBILE,California,Fresno,Fresno,2003-04-24,Parts per billion,6.304348,13.0,6,12,Parts per million,0.030417,0.038,9,32,Parts per billion,0.26087,1.0,9,1.0,Parts per million,0.295833,0.6,0,7.0
19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,2013-11-30,Parts per billion,13.680952,37.5,18,35,Parts per million,0.015083,0.026,9,22,Parts per billion,1.047826,1.9,11,1.0,Parts per million,0.25,0.4,23,5.0
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2002-03-30,Parts per billion,16.608696,36.0,22,34,Parts per million,0.020167,0.043,10,36,Parts per billion,2.090909,10.0,13,14.0,Parts per million,0.491667,0.6,1,7.0
6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,2002-05-26,Parts per billion,5.434783,14.0,19,13,Parts per million,0.045625,0.054,9,46,Parts per billion,2.826087,3.0,4,4.0,Parts per million,0.7625,0.8,0,9.0
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2004-08-13,Parts per billion,0.086957,1.0,20,1,Parts per million,0.0375,0.041,8,35,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.075,0.2,22,2.0
48,201,1039,4514 1/2 Durant St,Texas,Harris,Deer Park,2014-10-01,Parts per billion,3.1875,7.7,6,7,Parts per million,0.014208,0.026,10,24,Parts per billion,-0.041667,0.1,6,0.0,Parts per million,0.120833,0.2,7,2.0
24,5,3001,600 Dorsey Avenue,Maryland,Baltimore,Essex,2015-11-13,Parts per billion,5.833333,15.8,6,14,Parts per million,0.0285,0.034,13,31,Parts per billion,1.730435,2.0,8,3.0,Parts per million,0.170833,0.4,0,5.0
27,3,1002,9399 Lima St,Minnesota,Anoka,Blaine,2014-11-21,Parts per billion,21.708333,36.0,1,34,Parts per million,0.016125,0.023,9,21,Parts per billion,1.095455,1.8,19,1.0,Parts per million,0.370833,0.5,0,6.0
17,31,8003,1703 STATE ST.,Illinois,Cook,Calumet City (PU RR name Calumet Park (sta.)),2002-09-17,Parts per billion,31.583333,53.0,21,50,Parts per million,0.021708,0.043,9,36,Parts per billion,2.666667,6.0,18,9.0,Parts per million,0.804167,1.4,0,16.0
6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,2001-11-19,Parts per billion,3.652174,9.0,10,8,Parts per million,0.047292,0.054,11,46,Parts per billion,0.608696,2.0,9,3.0,Parts per million,0.2,0.2,21,2.0
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,2015-06-09,Parts per billion,20.163636,43.0,6,41,Parts per million,0.029,0.042,9,39,Parts per billion,0.245833,0.4,6,0.0,Parts per million,0.333333,0.4,6,5.0
48,141,37,250 Rim Rd,Texas,El Paso,El Paso,2011-12-22,Parts per billion,6.952174,21.9,18,20,Parts per million,0.024417,0.031,9,26,Parts per billion,0.673913,1.1,10,1.0,Parts per million,0.029167,0.1,17,1.0
36,5,133,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2014-11-14,Parts per billion,13.816667,23.3,22,22,Parts per million,0.01925,0.027,9,25,Parts per billion,1.766667,3.5,19,4.0,Parts per million,0.258333,0.3,0,3.0
17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,2014-01-10,Parts per billion,17.416667,28.0,23,26,Parts per million,0.011,0.015,11,14,Parts per billion,0.083333,1.0,22,1.0,Parts per million,0.341667,0.4,0,5.0
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2007-01-11,Parts per billion,28.85,42.0,7,40,Parts per million,0.010208,0.029,9,25,Parts per billion,3.870833,7.3,7,10.0,Parts per million,0.779167,1.3,2,15.0
25,25,42,HARRISON AVE,Massachusetts,Suffolk,Boston,2011-09-10,Parts per billion,13.041667,27.0,23,25,Parts per million,0.012125,0.021,10,18,Parts per billion,0.009524,0.2,23,0.0,Parts per million,0.225,0.4,23,5.0
6,87,3, Center St,California,Santa Cruz,Davenport,2004-02-18,Parts per billion,6.736842,25.0,17,24,Parts per million,0.031813,0.037,3,31,Parts per billion,4.105263,17.0,16,24.0,Parts per million,0.43125,0.5,8,6.0
22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,2012-06-20,Parts per billion,7.8,18.4,23,17,Parts per million,0.028625,0.046,9,39,Parts per billion,0.316667,0.4,6,0.0,Parts per million,0.2,0.2,0,2.0
6,73,1,"80 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,2000-07-21,Parts per billion,12.318182,22.0,7,21,Parts per million,0.03175,0.043,10,36,Parts per billion,9.73913,24.0,4,34.0,Parts per million,0.420833,0.5,5,6.0
17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,2015-04-14,Parts per billion,5.458333,14.9,22,13,Parts per million,0.038208,0.048,10,44,Parts per billion,0.658333,3.6,2,4.0,Parts per million,0.2375,0.3,7,3.0
17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,2013-12-18,Parts per billion,18.208333,36.0,1,34,Parts per million,0.0175,0.029,10,27,Parts per billion,1.583333,5.0,15,7.0,Parts per million,0.645833,0.8,9,9.0
11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2010-05-20,Parts per billion,20.0,42.0,22,40,Parts per million,0.025292,0.052,11,44,Parts per billion,4.608696,21.0,17,30.0,Parts per million,1.366667,1.5,23,17.0
6,111,3001,"545 CENTRAL AVENUE, OXNARD, CA  93030",California,Ventura,Not in a city,2001-08-20,Parts per billion,11.608696,20.0,21,19,Parts per million,0.029125,0.048,11,41,Parts per billion,5.869565,12.0,9,17.0,Parts per million,0.225,0.3,7,3.0
36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,2001-05-20,Parts per billion,7.791667,17.0,22,16,Parts per million,0.037167,0.043,7,36,Parts per billion,2.541667,4.0,1,6.0,Parts per million,0.054167,0.3,0,3.0
46,99,8,2001 E 8th St,South Dakota,Minnehaha,Sioux Falls,2011-02-19,Parts per billion,4.15,7.5,18,7,Parts per million,0.028083,0.029,0,25,Parts per billion,0.283333,0.4,0,0.0,Parts per million,0.2,0.2,0,2.0
9,9,27,1JAMES STREET,Connecticut,New Haven,New Haven,2015-01-02,Parts per billion,14.533333,28.1,23,26,Parts per million,0.017583,0.026,9,24,Parts per billion,1.270833,2.4,5,3.0,Parts per million,0.204167,0.3,23,3.0
36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,2000-02-10,Parts per billion,32.5,42.0,8,40,Parts per million,0.012542,0.022,9,19,Parts per billion,14.608696,27.0,7,39.0,Parts per million,0.6125,1.0,8,11.0
4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2006-01-13,Parts per billion,31.791667,54.0,18,51,Parts per million,0.013333,0.032,10,27,Parts per billion,4.708333,11.0,8,16.0,Parts per million,1.154167,1.8,23,20.0
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2010-01-08,Parts per billion,2.608696,6.0,20,6,Parts per million,0.03065,0.033,6,28,Parts per billion,0.043478,1.0,10,1.0,Parts per million,0.391667,0.4,2,5.0
42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,2004-01-20,Parts per billion,22.8,31.0,20,29,Parts per million,0.015583,0.019,22,16,Parts per billion,8.5,11.0,18,16.0,Parts per million,0.6,0.6,19,7.0
48,141,37,250 Rim Rd,Texas,El Paso,El Paso,2014-04-17,Parts per billion,10.404167,33.8,7,31,Parts per million,0.045,0.057,10,58,Parts per billion,0.1125,0.6,6,0.0,Parts per million,0.133333,0.2,7,2.0
5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,2014-12-27,Parts per billion,5.529167,11.2,0,10,Parts per million,0.013292,0.018,12,17,Parts per billion,0.266667,0.5,8,0.0,Parts per million,0.4,0.4,0,5.0
4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-09-18,Parts per billion,12.652174,37.0,22,35,Parts per million,0.030292,0.053,11,45,Parts per billion,0.913043,1.0,0,1.0,Parts per million,0.2625,0.4,21,5.0
5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,2011-02-23,Parts per billion,14.343478,25.7,21,24,Parts per million,0.013667,0.023,9,19,Parts per billion,2.816667,3.5,11,4.0,Parts per million,0.4,0.4,0,5.0
19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,2014-06-17,Parts per billion,3.504545,5.9,10,5,Parts per million,0.027792,0.038,8,35,Parts per billion,0.291304,0.9,10,0.0,Parts per million,0.129167,0.2,0,2.0
6,111,3001,"545 CENTRAL AVENUE, OXNARD, CA  93030",California,Ventura,Not in a city,2002-10-02,Parts per billion,11.347826,22.0,19,21,Parts per million,0.021875,0.042,9,36,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.2625,0.3,7,3.0
6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2000-11-24,Parts per billion,63.304348,77.0,20,76,Parts per million,0.00725,0.018,9,15,Parts per billion,3.478261,10.0,10,14.0,Parts per million,2.154167,2.8,23,32.0
29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,2001-04-07,Parts per billion,6.833333,15.0,18,14,Parts per million,0.030875,0.04,11,34,Parts per billion,3.166667,13.0,7,19.0,Parts per million,0.258333,0.3,0,3.0
49,35,3006,"1675 SOUTH 600 EAST, SALT LAKE CITY",Utah,Salt Lake,Salt Lake City,2015-07-08,Parts per billion,5.958333,14.0,10,13,Parts per million,0.041208,0.052,12,48,Parts per billion,0.158333,0.3,6,0.0,Parts per million,0.1625,0.2,0,2.0
80,2,3,"13891 CAJEME, LA MESA",Country Of Mexico,BAJA CALIFORNIA NORTE,Tijuana,2006-08-23,Parts per billion,31.470588,49.0,9,46,Parts per million,0.014867,0.03,7,25,Parts per billion,1.352941,3.0,9,4.0,Parts per million,1.033333,1.3,11,15.0
36,101,3,"8301 ACKERSON ROAD, Pinnacle State Park",New York,Steuben,Not in a city,2011-07-17,Parts per billion,0.870833,2.0,8,2,Parts per million,0.051042,0.062,10,58,Parts per billion,0.745833,1.7,6,1.0,Parts per million,0.1,0.1,0,1.0
6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,2008-10-21,Parts per billion,29.565217,40.0,8,38,Parts per million,0.015375,0.039,9,33,Parts per billion,3.26087,4.0,0,6.0,Parts per million,1.116667,1.4,8,16.0
1,73,23,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,2013-12-24,Parts per billion,4.504167,9.4,22,8,Parts per million,0.019708,0.029,9,27,Parts per billion,0.054545,0.5,9,0.0,Parts per million,0.075,0.3,22,3.0
34,13,16,"LEXINGTON & E. FERRY STS., NEWARK",New Jersey,Essex,Newark,2002-12-04,Parts per billion,33.45,42.0,17,40,Parts per million,0.00775,0.013,8,11,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.491667,0.6,11,7.0
36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2001-09-06,Parts per billion,27.791667,45.0,21,42,Parts per million,0.020875,0.034,10,29,Parts per billion,3.666667,7.0,10,10.0,Parts per million,0.633333,0.8,0,9.0
6,25,5,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,2014-03-06,Parts per billion,17.892308,30.8,5,28,Parts per million,0.025111,0.048,8,44,Parts per billion,0.6,1.1,3,1.0,Parts per million,0.68125,1.0,3,11.0
10,3,2004,MLK BLVD AND JUSTISON ST.,Delaware,New Castle,Wilmington,2015-12-13,Parts per billion,20.691667,27.8,0,25,Parts per million,0.00375,0.012,10,11,Parts per billion,1.670833,2.8,12,3.0,Parts per million,0.666667,0.8,3,9.0
11,1,43,"2500 1ST STREET, N.W. WASHINGTON DC",District Of Columbia,District of Columbia,Washington,2013-03-17,Parts per billion,7.770833,12.7,20,11,Parts per million,0.029208,0.033,11,31,Parts per billion,0.570833,2.7,22,3.0,Parts per million,0.229167,0.3,0,3.0
17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,2006-11-20,Parts per billion,19.416667,29.0,18,27,Parts per million,0.005625,0.013,9,11,Parts per billion,4.291667,23.0,10,33.0,Parts per million,0.541667,1.0,22,11.0
48,141,37,250 Rim Rd,Texas,El Paso,El Paso,2003-02-25,Parts per billion,19.083333,55.0,17,52,Parts per million,0.018333,0.024,20,20,Parts per billion,1.208333,4.0,14,6.0,Parts per million,0.475,1.0,19,11.0
42,3,10,CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD,Pennsylvania,Allegheny,Pittsburgh,2011-09-16,Parts per billion,14.416667,25.0,20,24,Parts per million,0.009042,0.022,11,19,Parts per billion,0.208333,2.0,11,3.0,Parts per million,0.0,0.0,0,0.0
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,2011-04-27,Parts per billion,4.047826,7.7,5,7,Parts per million,0.038375,0.043,11,36,Parts per billion,0.527273,0.7,12,0.0,Parts per million,0.233333,0.3,10,3.0
36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2001-10-06,Parts per billion,19.176471,29.0,18,27,Parts per million,0.018056,0.032,0,27,Parts per billion,2.333333,5.0,22,7.0,Parts per million,0.278571,0.4,0,5.0
51,510,21,3200 Colvin Street,Virginia,Alexandria City,Not in a city,2013-05-23,Parts per billion,6.45,18.6,1,17,Parts per million,0.025167,0.036,10,31,Parts per billion,-0.270833,-0.1,5,0.0,Parts per million,0.1,0.1,0,1.0
42,13,801,2ND AVE & 7TH ST,Pennsylvania,Blair,Altoona,2008-04-01,Parts per billion,8.333333,15.0,6,14,Parts per million,0.033958,0.041,23,35,Parts per billion,1.958333,7.0,18,10.0,Parts per million,0.2,0.2,0,2.0
6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,2011-05-07,Parts per billion,1.52381,3.0,0,3,Parts per million,0.039091,0.043,8,36,Parts per billion,0.095238,1.0,4,1.0,Parts per million,0.272222,0.3,0,3.0
6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,2012-04-28,Parts per billion,1.73913,3.0,5,3,Parts per million,0.040833,0.045,7,38,Parts per billion,2.043478,3.0,2,4.0,Parts per million,0.1375,0.2,8,2.0
48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,2009-01-17,Parts per billion,13.441667,31.2,22,29,Parts per million,0.0205,0.032,10,27,Parts per billion,0.052174,0.8,0,0.0,Parts per million,0.325,0.4,18,5.0
42,49,3,10TH AND MARNE STREETS,Pennsylvania,Erie,Erie,2011-05-10,Parts per billion,4.541667,10.0,21,9,Parts per million,0.034958,0.046,10,39,Parts per billion,3.333333,4.0,9,6.0,Parts per million,0.2,0.2,0,2.0
5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,2010-03-17,Parts per billion,4.458333,7.0,7,7,Parts per million,0.027833,0.036,8,31,Parts per billion,1.291667,2.0,0,3.0,Parts per million,0.3,0.3,0,3.0
40,109,1037,2501 E. Memorial Rd.  (OKLAHOMA CHRISTIAN UNIVERSITY),Oklahoma,Oklahoma,Oklahoma City,2013-06-07,Parts per billion,4.833333,13.0,6,12,Parts per million,0.042958,0.061,11,71,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.2,0.2,0,2.0
39,35,60,E. 14TH & ORANGE,Ohio,Cuyahoga,Cleveland,2014-06-23,Parts per billion,13.956522,25.0,3,24,Parts per million,0.031125,0.051,9,47,Parts per billion,1.826087,9.0,1,13.0,Parts per million,0.227778,0.3,8,3.0
23,3,1100,"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",Maine,Aroostook,Presque Isle,2012-05-16,Parts per billion,0.855556,1.6,6,1,Parts per million,0.026133,0.032,9,27,Parts per billion,0.527778,0.8,17,0.0,Parts per million,0.13,0.2,18,2.0
19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,2010-10-03,Parts per billion,5.1625,15.2,21,14,Parts per million,0.019708,0.035,10,30,Parts per billion,0.2125,0.3,8,0.0,Parts per million,0.120833,0.2,19,2.0
6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,2000-05-23,Parts per billion,8.73913,16.0,22,15,Parts per million,0.040167,0.05,0,42,Parts per billion,0.043478,1.0,3,1.0,Parts per million,0.420833,0.5,10,6.0
36,101,3,"8301 ACKERSON ROAD, Pinnacle State Park",New York,Steuben,Not in a city,2011-02-05,Parts per billion,7.7,9.4,14,8,Parts per million,0.037111,0.043,23,36,Parts per billion,6.771429,18.9,3,26.0,Parts per million,0.205,0.3,19,3.0
40,109,1037,2501 E. Memorial Rd.  (OKLAHOMA CHRISTIAN UNIVERSITY),Oklahoma,Oklahoma,Oklahoma City,2015-02-25,Parts per billion,12.952381,26.0,0,25,Parts per million,0.025958,0.044,11,41,Parts per billion,0.130435,1.0,7,1.0,Parts per million,0.291667,0.5,2,6.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-10-15,Parts per billion,24.833333,45.0,0,42,Parts per million,0.023792,0.048,10,44,Parts per billion,1.333333,2.0,0,3.0,Parts per million,0.35,0.6,0,7.0
32,3,601,1005 INDUSTRIAL ROAD,Nevada,Clark,Boulder City,2002-05-19,Parts per billion,0.0,0.0,0,0,Parts per million,0.045375,0.052,20,44,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,0.0
6,73,1007,"330A 12TH AVE., SAN DIEGO, CA. 92112",California,San Diego,San Diego,2003-06-28,Parts per billion,10.565217,19.0,6,18,Parts per million,0.043042,0.055,9,47,Parts per billion,3.043478,4.0,4,6.0,Parts per million,0.558333,0.6,0,7.0
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,2009-01-22,Parts per billion,18.608696,25.0,19,24,Parts per million,0.003458,0.009,23,8,Parts per billion,0.695652,2.0,4,3.0,Parts per million,0.558333,1.0,0,11.0
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2014-01-02,Parts per billion,12.25,21.0,0,20,Parts per million,0.013333,0.025,23,23,Parts per billion,0.195833,0.5,23,0.0,Parts per million,0.316667,0.5,0,6.0
6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,2008-04-03,Parts per billion,5.043478,9.0,6,8,Parts per million,0.017583,0.028,10,24,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,0.0
46,99,8,2001 E 8th St,South Dakota,Minnehaha,Sioux Falls,2011-11-21,Parts per billion,5.620833,11.4,7,10,Parts per million,0.011875,0.018,9,15,Parts per billion,0.8,3.9,14,4.0,Parts per million,0.175,0.2,0,2.0
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2008-07-25,Parts per billion,13.791667,26.0,7,25,Parts per million,0.030917,0.053,11,45,Parts per billion,0.670833,1.6,8,1.0,Parts per million,0.2375,0.3,1,3.0
18,97,73,"NAVAL AVIONICS CENTER, 6125 E. 16TH ST.",Indiana,Marion,Indianapolis (Remainder),2009-06-11,Parts per billion,11.158333,18.6,21,17,Parts per million,0.022542,0.028,10,24,Parts per billion,2.433333,9.0,12,13.0,Parts per million,0.179167,0.2,0,2.0
13,89,2,"2390-B Wildcat Road, Decatur GA 30034",Georgia,DeKalb,Not in a city,2012-03-22,Parts per billion,2.945833,6.1,23,6,Parts per million,0.027167,0.035,11,30,Parts per billion,0.186364,0.4,18,0.0,Parts per million,0.241667,0.3,14,3.0
6,37,4006,"2425 Webster St., Long Beach, CA",California,Los Angeles,Long Beach,2013-11-10,Parts per billion,26.645455,39.5,0,37,Parts per million,0.025111,0.043,11,36,Parts per billion,1.240909,2.4,13,3.0,Parts per million,0.658333,0.8,4,9.0
